id,Emotion,Sentence
1694,Thật kinh tởm,"Nó về Bánh Mì thì giải thích đơn giản như thế này: Ẩm thực Việt Nam đã biến một ổ bánh baguette bình thường của Pháp thành một món ăn đường phố tuyệt tác hoàn hảo trong ẩm thực toàn cầu, với một tên mới là Bánh Mì."
1695,Hài quá,"Phở đặc biệt là phở bò là ẩm thực của Việt Nam, không phải của Trung Quốc vì thịt heo, chứ không phải thịt bò, là loại thịt quốc dân được ăn nhiều ở Trung Quốc. Trái lại ở Việt Nam, thịt bò được chế biến thành nhiều món trong ẩm thực Việt như bò nướng lá lốt, bò tái chanh, bò xào xả ớt, bò lúc lắc, bò kho...bò 7 món. Ẩm thực Trung Quốc, đặc biệt là về thịt bò thì không phong phú đa dạng như trong ẩm thực của Việt Nam."
1696,Hài quá,Ana còn hơi ấy nha
1697,Hài quá,"chữ ""egg"" đọc sai lắm nha ad"
1698,Hài quá,"Nguoi Trung Quoc luon nhan vo nhung gi tot dep va tuyet voi nhat tren the gioi, deu bat nguon tu Trung Quoc. Nhung ho khong bao gio dam cong nhan China Corona virus bat nguon tu Vu Han - Trung Quoc."
1699,Sợ quá,"Ng Pháp nói bánh mì là bắt nguồn từ Pháp là đúng rồi còn cãi gì nữa,,vì bánh mì vào VN thời thực dân Pháp,,ng Pháp du nhập bánh mì vào An Nam để nuôi lính và dân Pháp,,rồi VN ta sáng tạo chế biến thêm nhìu thành phần rồi bánh mì VN ra đời....!!!"
1700,Hài quá,"Hoàng Sa -  Trường Sa là của Việt Nam, đến Thế Giới còn công nhận, mà  trung quốc nó có chấp nhận đâu, cmn
mà món bánh xèo ko biết  chỗ khác như nào chứ  trà vinh - bến tre ko có gói vô bánh tráng đâu"
1701,Sợ quá,mấy món này ko bt có ai làm video kiểu một ai ở trung quốc đến tận việt nam ăn phở chính hiệu ko :))
1702,Sợ quá,4:04 tui cũng ko biết họ có mù ko tại sanwich với bánh mì khác nhau v mà ^^
1703,Hài quá,"MC cũng sai ! Chuẩn rau mùi và rau mùi tầu 
( Người tầu ở miền bắc cũ hay dùng nên quy tên cho rau này ),Rau húng láng , húng vịt , húng chó .. Người Hoa Sài Gòn không biết nên quy về ( NGÒ thơm , NGÒ gai , NGÒ rí ... ) Ngò là từ của người HOA . Ngu vãi"
1704,Thật kinh tởm,1:57  thứ duy nhất mì bò và phở giống là cả 2 có hành🤡🗿
1705,Hài quá,Lúc đầu mình nghĩ món trung ngon khi xem phim nhưng về sau mình thấy nó quá giầu mỡ ngấy ngán
1706,Hài quá,12:00 và cũng không phải là bánh taco
1707,Thật kinh tởm,"góp ý xíu thôi đừng ném đá mà tội e, nhưng mà cách làm của content này nó đang không hợp lý, để chứng minh rằng các món ăn trên là của Việt Nam thì phải đi từ lịch sử hay nguồn gốc của món ăn đó, xuất phát từ đâu, lý do tại sao lại có món đó ,v.v.v. Còn nếu ra sự so sánh về màu sắc hay một số điểm khác biết nó không đủ để chứng minh. Bởi vì, có rất nhiều món ăn khi qua các vùng miền hay lớn hơn là qua các đất nước thì nó sẽ bị đồng hóa có sự thay đổi để phù hợp với người bản địa. VD: Hủ tiếu miền tây thì có thể sẽ ngọt nhưng ra tới miền trung thì nó sẽ vị đậm đà, mặn hơn. Thì  đâu đủ bằng chứng để nói nó là món ăn đặc trưng hay món ăn xuất phát từ quê hương đâu. 
Có nhiều chi tiết trong video chính người làm còn nói ra để người ngoài bắt bẻ lại nữa, VD như món bánh mỳ, các bạn lôi chi tiết bánh mỳ du nhập vào việt nam thời thuộc địa và chốt hạ một cầu có chút chút khác biệt là đang muốn so sánh hay muốn đồng hóa."
1708,Hài quá,Bánh mì thì thật sự 60% từ pháp. Từ vỏ bánh tới nhân là thịt nguội và pate chỉ khác ở rau thơm và đồ chua là của việt Nam. Vì nếu ta nhận nó của mình 100% thì thằng ChiNa nó cũng có quyền nhận vơ Phở là của nó mà thôi. Vì rõ ràng trước khi Pháp tới mang theo bánh mì pate thịt nguội thì Việt Nam mình không có mấy thứ đó. Không nên tiêu chuẩn kép.
1709,Hài quá,Bọn Tung Của cái éo gì cũng của cno trừ con Covid ra :)))
1710,Hài quá,"Món ăn nào ko quan trọng, quan trọng là sau khi ăn và đi vệ sinh thì nó là của Trung Quốc, họ chỉ xứng đáng như vậy thôi 😂😂😂😂😂"
1711,Hài quá,Riêng về bánh mì thịt lúc nhỏ tôi ăn chỉ đơn giản là xẻ ổ bánh mì xịt xì yểu( nước tương bây giờ)kế đến là pate riêng cái thịt là thì ba chỉ hay cóc lết khìa lên rồi cho vào miếng bì( riêng bì tôi đố tất cả các loại bánh mì trên thế giới có mới là lạ chứ nói gì pháp) rồi rắc ít chà bông đặc biệt ớt là ớt khô rắc lên nha có nơi thêm tí ớt băm tươi.
1712,Hài quá,Dung roi la cua cac ban con nuoc ban la cua chung toi :))
1713,Hài quá,Tao khoái lau lắm
1714,Hài quá,Lẩu chuột vẫn là ngon nhất.
1715,Hài quá,Văn hóa Việt bây giờ cũng hỗn lộn như nồi lẩu.
1716,Hài quá,Tùy khẩu vị từng cá nhân nói thật miền bắc với miền nam thôi khẩu vị cũng khác xa nhau rồi.t vào quán phở không bao giờ ăn phở mà chỉ ăn bún vì phở t thấy không ngon.
1717,Hài quá,"Có lẽ nên thêm là "" bún bò XÀO""   cho khỏi lầm là bòn bò huế nhỉ."
1718,Hài quá,"Công nhận lẩu bên mình ăn với rau đỡ ngán còn bên Trung lẩu quá nhiều bơ, với quá cay, ăn cứ sao sao ấy"
1719,Hài quá,"Món ăn Việt còn nhiều lắm… quê tôi,QNgãi có món mắm chưng cá mòi muối mặn với hành tím, trứng vịt,gia vị… ăn rất hao cơm"
1720,Thật kinh tởm,"Ăn nói bất lịch sự , chính mình mới mất hết liêm sỉ chứ không phải người thích ăn . Đó là văn hóa của Hồ hải tặc cùng con cháu , ăn nói vừa thô tục , vừa vô giáo dục"
1721,Hài quá,"Thiếu 1 lẩu
Lẩu Tháiiiiii"
1722,Hài quá,Biết nấu. Mới ngon.
1723,Hài quá,Max Mcfarlin đi ăn thử cơm bình dân chứ không phải đi ăn cơm tấm nha add
1724,Sợ quá,"Trời quơ,dạo này nhiều kênh khen người VN quá, làm sung sướng, tự hào vô cùng, làm mỗi lần xem tôi lại nghĩ phải sống sao cho xứng là người VN😂"
1725,Hài quá,Cái làm cho thức ăn VN đậm đà là do nước mắm
1726,Hài quá,Con người bây giờ ăn thưởng thức qua câu chuyện hay ho mà các bạn này cứ nhấn mạnh đến rẻ và đồ bỏ đi làm thành món ăn. Không ai muốn ăn thứ người ta vứt đi hay phế phẩm cả. Các bạn làm truyền thông mà kém quá
1727,Sợ quá,xem cái này thì tự hào 5 mà thèm thì 10
1728,Hài quá,"Ạ mấy anh Tàu, lẩu có nguồn gốc từ Mông Cổ ạ"
1729,Hài quá,thèm ghê đi quất thôi sem nuôt nước bọt
1730,Hài quá,13:11 - 13:18 công nhận dĩa rau ngon vs giòn quá :))))
1731,Hài quá,"cứ mỗi khi nghe dieu gi do tot dep ve VIET NAM dù là nhung dieu nhỏ nhat thi tui van cu bùi ngùi xúc động , muon trào nuoc mắt vi tu hào . toi yeu đất nuoc tôi , toi yeu tat ca mọi người 😢"
1732,Sợ quá,":)) món vn là ngon á nhưng toi chỉ xem thôi, 😅 có tiền đâu mà mua... Buồn"
1733,Hài quá,Tôi ăn lẩu ở 🇻🇳 cũng bình thường thôi.😌
1734,Thật kinh tởm,"Món VN ta ăn thấy ngon nhất thế giới, nhưng không bán ra thế giới được là bao!"
1735,Hài quá,thích nhất lẩu
1736,Hài quá,rau muốn vn rẻ hơn bèo ở nước ngoài thì mắc lắm
1737,Hài quá,Rau muống 2 ngàn đồng 1 mớ mà nhìn họ sào mình cũng chảy nước miếng luôn 🎉🎉🎉❤❤❤❤❤❤
1738,Hài quá,rau muống xào tỏi em thích ăn nhất nhất phần tỏi thơm bùi ngon nữa em bữa mua 3 bó rau muống xào ăn hết luôn =>
1739,Hài quá,"Ở Áo, Đức thì 1 đĩa rau muống xào tỏi giá trên 30€. Xa xỉ quá rồi"
1740,Thật kinh tởm,Tui ❤nghiện❤ món raumuongxaotoi luôn á😂😂😂😂
1741,Hài quá,"KHÔNG KÊU BÚN BÒ, LÀ BÚN BÒ XÀO MIỀN NAM AD ƠI, HAY BÒ XÀO CỦ SẮN CÒN PHỔ BIẾN HƠN."
1742,Thật kinh tởm,Ước kênh top 1 làm 1 clip nghiên cứu chuyên xâu về cơm tấm. Cả bầu trời nghệ thuật ẩm thực 😊😊😊
1743,Hài quá,Sonny không phãi bân đồ sang trong ai cũng biết nó là triêu phú  ở tiểu bang Minnesota
1744,Hài quá,sonny này giàu lắm triệu phú hưởng thu ẫm thực thế giới
1745,Hài quá,Món ăn là văn hóa của mỗi quốc gia vùng miền người ta ăn từ trong bụng mẹ cho nên nó hợp với người nước họ nhưng không hợp với dân tộc khác họ khen mình đó cũng có thể thật nhưng cũng có thể là văn hóa ngoại giao bạn đừng nói quá
1746,Hài quá,"Hãy nghe xem đầu bếp Mỹ nổi tiếng nhất thế giới nói về ẩm thực Việt Nam là... ""Cả chuối nhà hàng không bằng một món ẩm thực của Việt Nam ..."""
1747,Hài quá,Mình thích lẩu thái ❤❤
1748,Hài quá,"riêng tôi thì cơm tấm không hợp khẩu vị sao ấy ( hoặc do miếng sườn )
vì tôi từng thử nhiều lần, mà mỗi lần cắn 1 miếng sườn là bỏ"
1749,Hài quá,Mùa đông ăn lẩu cá đuối ngon lắm chị
1750,Hài quá,Rau muống xào tỏi tui ăn vs cơm thoii k cần thịt cá j cx thấy ngon😂
1751,Hài quá,Tấm là tấm chứ không phải gạo vỡ. Tấm là cái ngòi của hạt gao. Chính vì thế cơm tấm có ăn nhiều vẫn không bị dư tinh bột.
1752,Thật kinh tởm,chảy nước miếng hà
1753,Hài quá,h
1754,Hài quá,Do an miem trong đường hoi nhiêu nên tôi người miền Bắc  cảm thấy kh ngon vậy Quang cao như vậy co qua kh đấy
1755,Hài quá,Anh ơi anh kết bạn trong roblox được không anh?
1756,Hài quá,Tự hào qué chị ơi ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
1757,Hài quá,Chủ kênh. Nói câu khách tây. Mất hết lim sĩ..tôi nghe người nói nói câu nầy cái não cũng kím hoặc động
1758,Hài quá,Rau muống xào tỏi là của cả dân tộc Việt Nam giàu cũng như nghèo chứ ko phải là rau của người nghèo ko đâu nhé. Nên phát ngôn lại cho chuẩn danh đi hén.
1759,Hài quá,"Co lần về Vn tôi dẫn may người bạn nước ngoài về đi Huế chơi, tháng 11 se lạnh nên tôi dân họ đi ăn lẩu, đi tour từ Nam ra Bác mà sau ngày ở Huế, mấy ngày sau ngày nào họ cũng đòi ăn cái món gì mà nhun’ tất cả mọi thứ từ rau đến thịt vào cái big pot, thế là tôi biết tụi nó muốn ăn món lẩu."
1760,Hài quá,Thật ra lẩu có nguồn gốc từ canh thập cẩm của Việt Nam được cách tân kaf nấu trực tiếp.
1761,Hài quá,bên vn  nhiều không có tiền mới ăn rau muống xào tỏi con bên nước ngoài ăn rau muốn xào tỏi cũng là sang 1 bò xào ra cón khoảng 1/2 mà thôi mắc lắm
1762,Hài quá,rau muốn bên Mỹ mắc lắm đó 1 bó   khoảng 5 USD  mùa đông mắc hơn thit  nước ngoài thích lắm nhưng người việt nam thì không ăn  chỉ có người nghèo mới ăn
1763,Hài quá,13:09 tôi thách ae chỉ nhìn vào chảo rau muống đấy
1764,Thật kinh tởm,will kiểu:mất gốc thành công :)
1765,Hài quá,"Kênh của bạn rất hay, tự hào về đất nước Việt Nam ta"
1766,Hài quá,"Ẩm thực VN thì thật sự là Top 1. Từ cái nhỏ nhặt như bánh mỳ pate, cho đến những bữa cơm gia đình . Tất cả đều rất quyến dũ 😂"
1767,Hài quá,"Nguoi vn phat cuong dua len dau ton tho khi tiep xuc voi bon ngoai quoc  ,that dang khinh bi"
1768,Hài quá,Mình thì thi đọt su su xào tỏi
1769,Hài quá,Đồ ăn thì phongphú đa dạng nhưng giờ toàn hoá chất độc hại ko biết lối nào mà lần
1770,Hài quá,Tung hô món ăn của mình đừng hạ thấp danh dự người khác. Tiêu đề như thế này không ổn đâu nhé
1771,Hài quá,Về miền Tây Nam bộ mà ăn lẩu là lết luôn. Ngập mồm ngập mắt.
1772,Hài quá,"Tui làm bún bò nam bộ bao ngon công thức từ bà cố truyền tới bà nội, rồi đến má tui. Giờ tui học được nó, bia quyết ở cách ướp bò và nước mắm"
1773,Hài quá,Add về An Giang t đãi cho cái lẩu cù lao hứa add hôk ghiền t chịu gì cũng chịu
1774,Hài quá,Như món lẩu thái của việt nam qua thái Lan tham khảo họ không hề biết lẩu thái là lẩu gì ra sao nữa
1775,Hài quá,cơm tấm ở sg ko đúng gọi la cơm tấm bởi cơm tấm ở sg hạt gạo còn nguyên nếu đúng cơm tấm thì ở quê mình cơm tấm ở sadec mới đúng là cơm tấm bởi hạt gạo nó nhỏ
1776,Hài quá,Lẩu ở Việt Nam chúng ta có nhiều cách để cho mọi người dân ăn tùy theo sở thích của mình mà thôi chứ cứ ép buộc phải như thế này thế kia thì bỏ đi mà thôi chứ có ngon cái gì
1777,Hài quá,LẨU NGON MÀ
1778,Hài quá,"Món tui là gu bò nướng đá , chắm mắm tôm và ra sống kakakaka"
1779,Hài quá,"Lẩu VN nhiều rau, ăn ko ngán, lại được ăn ko phải sợ thừa đạm"
1780,Hài quá,"Rau muốn sào tỏi kakakaka, tui ăm từ nhỏ tới giờ ko biết ngán"
1781,Hài quá,"Lẩu ko phải xuất phát từ TQ nha chủ kênh. Lẩu chính xác xuất xứ từ Mông Cổ, ngày xưa người MC nấu họ cho tất cả nguyên liệu vô cái nồi, cho nước vào và nấu. Dần dần thì theo năm tháng món lẩu ra đời. Đính chính cái nữa là bọn Tàu nó rất thích nhận vơ, cái gì hay, đặc sắc , ngon là dân Tàu nó nói của nó như : Phở, bánh mì, lẩu, kim chi...vv. Các bạn trẻ nên cẩn thận đừng thấy bọn Tàu nó cover nhạc Việt rồi khen hay, hay 1 lúc nó nói đó là của nó luôn đó. 100-200-300 năm ko sao, nhưng 500-1000 năm rồi dân nó viết vô sách thế là của nó. Phải cảnh giác, ko đc lơ là."
1782,Hài quá,Cơm tấm và bún bò Nam bộ thực sự ngon đến khó quên dù mình là người Hà Nội. Và món cuối thì lại khiến bản thân thấy lâng lâng được làm đại gia bất cứ lúc nào muốn! 😂
1783,Hài quá,Lâu rồi chưa ăn được món cơm tấm đúng nghĩa
1784,Hài quá,Lẩu cù lao miền Nam VN.đả có từ rất lâu rồi.lúc nhỏ tui chỉ được ăn chỉ trong các tiệc cưới hoặc giổ thoi.. nước dùng ngọt tự nhiên từ xương hầm
1785,Hài quá,Lẩu cù lao là vua của lẩu
1786,Thật kinh tởm,Ẩm thực việt Nam không phải bàn. Những chúng ta cần kiểm soát tốt chất luợng của nguyên liệu như các nước phát triển
1787,Hài quá,Rau muốn xào tỏi chấm nước tương magi cho thêm 1 trái ớt vào 😋
1788,Hài quá,Linh hồn của bún bò và cơm tấm nằm ở nước mắm á ngon ngon😋
1789,Hài quá,Bọn này sag VN tung hô 1 tí là có tiền. Tây sag VN kiếm tiền dễ vl
1790,Hài quá,Đặc biệt lẩu thái lại là của Việt nam
1791,Hài quá,Có ai giống tôi không mỗi lần nghe ai nói về Việt Nam mà nói về tự hào đất nước trong lòng cô lại có cảm giác kỳ như tự hào lắm nó hót cả lắm Có ai bị giống tôi không😅😅😅😅😅
1792,Hài quá,"lẩu cù lao mà ko biết ta, có thể ban từng ăn mà ko biết tên đấy vì thường lẩu cù lao đc làm trong các ngài giổ, có dưa cải, da heo phòng, chả, tôm, thịt, lòng heo, có vị ngọt thanh và chua nhẹ của dưa cải. co ai ăn rồi mà ko biết tên ko"
